창,점,FAST시작$,VR시작$,VR비중%,CAGR%,MDD%,최종배수,세금총액$,KS발동,대피일수,위기일최악%,참고
2007,P10,20730.0,186570.0,90.0,35.017,-59.04,164.501,10206434.0,1,332,-17.943,
2007,P11,0.0,207300.0,100.0,35.078,-59.04,165.756,10287495.0,0,0,-17.943,VR 단독(정본 대조점)
2008,P0,207300.0,0.0,0.0,29.35,-54.76,79.367,3927358.0,1,332,-19.058,FAST 단독(정본 대조점)
2008,P1,200000.0,7300.0,3.52,29.906,-52.93,85.371,4325101.0,1,332,-17.661,현행(회귀 대조점)
2008,P2,186570.0,20730.0,10.0,30.814,-49.87,96.096,5061592.0,1,332,-15.244,
2008,P3,165840.0,41460.0,20.0,32.037,-46.7,112.568,6198066.0,1,332,-13.584,
2008,P4,145110.0,62190.0,30.0,33.102,-46.79,129.041,7334540.0,1,332,-14.773,
2008,P5,124380.0,82920.0,40.0,34.046,-46.98,145.513,8471014.0,1,332,-15.952,나스닥 노출 금액 동일(기존 정지선 위치)
2008,P6,103650.0,103650.0,50.0,34.833,-52.01,160.737,9469849.0,1,332,-17.122,
2008,P7,82920.0,124380.0,60.0,35.334,-55.64,171.183,10164906.0,1,332,-17.943,
2008,P8,62190.0,145110.0,70.0,35.614,-57.38,177.301,10644099.0,1,332,-17.944,
2008,P9,41460.0,165840.0,80.0,35.885,-58.88,183.419,11123291.0,1,332,-17.945,
2008,P10,20730.0,186570.0,90.0,36.288,-59.04,192.888,11712370.0,1,332,-17.943,
2008,P11,0.0,207300.0,100.0,36.415,-59.03,195.972,11902405.0,0,0,-17.943,VR 단독(정본 대조점)
2009,P0,207300.0,0.0,0.0,33.892,-54.76,142.585,5816385.0,0,0,-19.059,FAST 단독(정본 대조점)
2009,P1,200000.0,7300.0,3.52,34.358,-52.74,151.257,6533198.0,0,0,-17.508,현행(회귀 대조점)
2009,P2,186570.0,20730.0,10.0,35.12,-49.41,166.497,7853091.0,0,0,-14.863,
2009,P3,165840.0,41460.0,20.0,36.169,-46.72,189.886,9887407.0,0,0,-13.807,
2009,P4,145110.0,62190.0,30.0,37.103,-46.81,213.274,11921722.0,0,0,-15.066,
2009,P5,124380.0,82920.0,40.0,37.944,-48.54,236.642,13859541.0,0,0,-16.291,나스닥 노출 금액 동일(기존 정지선 위치)
2009,P6,103650.0,103650.0,50.0,38.8,-53.41,262.872,15499269.0,0,0,-17.482,
2009,P7,82920.0,124380.0,60.0,39.258,-56.22,278.021,16516373.0,0,0,-17.944,
2009,P8,62190.0,145110.0,70.0,39.617,-57.85,290.424,17399701.0,0,0,-17.945,
2009,P9,41460.0,165840.0,80.0,40.0,-59.02,304.272,18348063.0,0,0,-17.945,
2009,P10,20730.0,186570.0,90.0,40.439,-59.05,320.925,19358041.0,0,0,-17.943,
2009,P11,0.0,207300.0,100.0,40.599,-59.05,327.179,19738575.0,0,0,-17.943,VR 단독(정본 대조점)
